Feature,VIF,random_state
const,17.278012532832545,15
Size_cm,1.0328038534931474,15
Ki67,1.123773976244334,15
Age_at_surgery,1.0829374878643483,15
CNA_Subtype_Chr8p21_del,1.6168612001825462,15
CNA_Subtype_Chr9p23_amp,1.4709438861515407,15
CNA_Subtype_Chr12p13_amp,1.6799262751317845,15
CNA_Subtype_Chr13q34_amp,1.3792675983704263,15
CNA_Subtype_Chr20q13_amp,1.3716623897738396,15
CNA_Subtype_Low_CIN,2.133609800772605,15
pr3004_huwe1,1.1255999785268065,15
pr9001_cald1,1.078716985762304,15
pr12191_tank,1.0684570360966326,15
pr19936_tpm4,1.0806472221976349,15
pr41492_ftx,1.1972080257071382,15
const,15.792131820140638,16
Size_cm,1.024983208623361,16
Ki67,1.1260395137070336,16
Age_at_surgery,1.059049831571696,16
CNA_Subtype_Chr8p21_del,1.5927613500054405,16
CNA_Subtype_Chr9p23_amp,1.6120554649948458,16
CNA_Subtype_Chr12p13_amp,1.5233070872078676,16
CNA_Subtype_Chr13q34_amp,1.4154895531544478,16
CNA_Subtype_Chr20q13_amp,1.420499433390871,16
CNA_Subtype_Low_CIN,1.9918658363738475,16
pr3004_huwe1,1.124287071663155,16
pr9001_cald1,1.120353199832951,16
pr12191_tank,1.0667261056535768,16
pr19936_tpm4,1.0964749999637775,16
pr41492_ftx,1.155678771893502,16
const,17.09794849623623,17
Size_cm,1.0391400184552988,17
Ki67,1.1430392537814016,17
Age_at_surgery,1.0675025070447182,17
CNA_Subtype_Chr8p21_del,1.5730286138496352,17
CNA_Subtype_Chr9p23_amp,1.596088729542798,17
CNA_Subtype_Chr12p13_amp,1.783265712830338,17
CNA_Subtype_Chr13q34_amp,1.3667832291596589,17
CNA_Subtype_Chr20q13_amp,1.4916772325184844,17
CNA_Subtype_Low_CIN,2.219945673018924,17
pr3004_huwe1,1.119173569613496,17
pr9001_cald1,1.0693362091333212,17
pr12191_tank,1.094983383248349,17
pr19936_tpm4,1.0876252608541317,17
pr41492_ftx,1.1709240706085655,17
const,17.588660011413847,18
Size_cm,1.0458011644113798,18
Ki67,1.1142270446730458,18
Age_at_surgery,1.0570368413613958,18
CNA_Subtype_Chr8p21_del,1.7233438754935997,18
CNA_Subtype_Chr9p23_amp,1.6797853308215502,18
CNA_Subtype_Chr12p13_amp,1.6907966610371228,18
CNA_Subtype_Chr13q34_amp,1.3812965763255924,18
CNA_Subtype_Chr20q13_amp,1.4505714633017497,18
CNA_Subtype_Low_CIN,2.330921431566856,18
pr3004_huwe1,1.140432662710989,18
pr9001_cald1,1.1083320434255668,18
pr12191_tank,1.0737099455947436,18
pr19936_tpm4,1.0831001997580203,18
pr41492_ftx,1.1824251964195756,18
const,16.903253492465566,19
Size_cm,1.0483473538771666,19
Ki67,1.1903885753398784,19
Age_at_surgery,1.0275713760493317,19
CNA_Subtype_Chr8p21_del,1.67302992231355,19
CNA_Subtype_Chr9p23_amp,1.6712067652631146,19
CNA_Subtype_Chr12p13_amp,1.6130857818575444,19
CNA_Subtype_Chr13q34_amp,1.3397251632062792,19
CNA_Subtype_Chr20q13_amp,1.500582987684041,19
CNA_Subtype_Low_CIN,2.1357704688178063,19
pr3004_huwe1,1.0890960303654036,19
pr9001_cald1,1.121319755745192,19
pr12191_tank,1.0973487612194597,19
pr19936_tpm4,1.1064200226881007,19
pr41492_ftx,1.1844551565931198,19
const,16.155696030523337,20
Size_cm,1.0776575329740332,20
Ki67,1.152459187901744,20
Age_at_surgery,1.0490950340411511,20
CNA_Subtype_Chr8p21_del,1.7863305975038244,20
CNA_Subtype_Chr9p23_amp,1.7959541149083174,20
CNA_Subtype_Chr12p13_amp,1.831315506866876,20
CNA_Subtype_Chr13q34_amp,1.4349782390342691,20
CNA_Subtype_Chr20q13_amp,1.609555182636434,20
CNA_Subtype_Low_CIN,2.380952735166479,20
pr3004_huwe1,1.103596719865393,20
pr9001_cald1,1.0746449526815025,20
pr12191_tank,1.0973802926303375,20
pr19936_tpm4,1.0865210793076232,20
pr41492_ftx,1.2097229904346205,20
const,17.174598892373012,21
Size_cm,1.09002129878369,21
Ki67,1.1631477472959175,21
Age_at_surgery,1.0702831769832295,21
CNA_Subtype_Chr8p21_del,1.805664717173189,21
CNA_Subtype_Chr9p23_amp,1.7222802270364703,21
CNA_Subtype_Chr12p13_amp,1.906227608420772,21
CNA_Subtype_Chr13q34_amp,1.4098124514229886,21
CNA_Subtype_Chr20q13_amp,1.4473261778579511,21
CNA_Subtype_Low_CIN,2.420959556240405,21
pr3004_huwe1,1.0443182468040333,21
pr9001_cald1,1.112169674329772,21
pr12191_tank,1.0868613406867291,21
pr19936_tpm4,1.0871777458937018,21
pr41492_ftx,1.1130137586684907,21
const,16.174629455648926,22
Size_cm,1.0613397781590757,22
Ki67,1.1550881270081843,22
Age_at_surgery,1.0464663590667649,22
CNA_Subtype_Chr8p21_del,1.6520136882052436,22
CNA_Subtype_Chr9p23_amp,1.604877739757753,22
CNA_Subtype_Chr12p13_amp,1.55783949315483,22
CNA_Subtype_Chr13q34_amp,1.446539322582899,22
CNA_Subtype_Chr20q13_amp,1.3523286824862923,22
CNA_Subtype_Low_CIN,2.180209989308027,22
pr3004_huwe1,1.1089810485732023,22
pr9001_cald1,1.1094773611985311,22
pr12191_tank,1.0706917618317005,22
pr19936_tpm4,1.094748052587017,22
pr41492_ftx,1.165966241174253,22
const,18.1167373889138,23
Size_cm,1.01279786198769,23
Ki67,1.1413257666263663,23
Age_at_surgery,1.0340581325792275,23
CNA_Subtype_Chr8p21_del,1.7955427592939917,23
CNA_Subtype_Chr9p23_amp,1.806813578379292,23
CNA_Subtype_Chr12p13_amp,1.8410998836774064,23
CNA_Subtype_Chr13q34_amp,1.5353340351170268,23
CNA_Subtype_Chr20q13_amp,1.4645452110828152,23
CNA_Subtype_Low_CIN,2.413189059487974,23
pr3004_huwe1,1.1356068277611582,23
pr9001_cald1,1.0694152624687154,23
pr12191_tank,1.0606546778446426,23
pr19936_tpm4,1.0998400338071148,23
pr41492_ftx,1.1252834300433143,23
const,18.71301252660565,24
Size_cm,1.023155291792928,24
Ki67,1.1414758619346304,24
Age_at_surgery,1.0744673138171106,24
CNA_Subtype_Chr8p21_del,1.827598978964314,24
CNA_Subtype_Chr9p23_amp,1.6863109815641577,24
CNA_Subtype_Chr12p13_amp,1.7337541891890202,24
CNA_Subtype_Chr13q34_amp,1.4891659056848106,24
CNA_Subtype_Chr20q13_amp,1.4857386727002022,24
CNA_Subtype_Low_CIN,2.3857313857528246,24
pr3004_huwe1,1.0906320531470957,24
pr9001_cald1,1.108348171982808,24
pr12191_tank,1.134881022998375,24
pr19936_tpm4,1.0877462521980423,24
pr41492_ftx,1.1232133301688825,24
const,16.634271640862575,25
Size_cm,1.040019961882921,25
Ki67,1.1468139810398352,25
Age_at_surgery,1.0455211489021228,25
CNA_Subtype_Chr8p21_del,1.7450870163135932,25
CNA_Subtype_Chr9p23_amp,1.7182298371426936,25
CNA_Subtype_Chr12p13_amp,1.850819642052152,25
CNA_Subtype_Chr13q34_amp,1.406557348600406,25
CNA_Subtype_Chr20q13_amp,1.4716589818383852,25
CNA_Subtype_Low_CIN,2.199124920226783,25
pr3004_huwe1,1.1315054381653382,25
pr9001_cald1,1.076817027449012,25
pr12191_tank,1.1619122559423651,25
pr19936_tpm4,1.0754113918595878,25
pr41492_ftx,1.2458762365973792,25
const,16.143315051563874,26
Size_cm,1.059473156256983,26
Ki67,1.1439862713384212,26
Age_at_surgery,1.036052280219975,26
CNA_Subtype_Chr8p21_del,1.5052274532390402,26
CNA_Subtype_Chr9p23_amp,1.501541626669836,26
CNA_Subtype_Chr12p13_amp,1.5617621994555324,26
CNA_Subtype_Chr13q34_amp,1.4283836011665665,26
CNA_Subtype_Chr20q13_amp,1.3906882649329042,26
CNA_Subtype_Low_CIN,2.1235168387989014,26
pr3004_huwe1,1.1017972029406755,26
pr9001_cald1,1.1013279892530017,26
pr12191_tank,1.0646878292937796,26
pr19936_tpm4,1.0711646840146636,26
pr41492_ftx,1.1155241457079268,26
const,16.01200356328598,27
Size_cm,1.0377676448199284,27
Ki67,1.1480236700648243,27
Age_at_surgery,1.0541844208192226,27
CNA_Subtype_Chr8p21_del,1.6475041729438211,27
CNA_Subtype_Chr9p23_amp,1.5706064987629025,27
CNA_Subtype_Chr12p13_amp,1.6098483439606923,27
CNA_Subtype_Chr13q34_amp,1.364476254737404,27
CNA_Subtype_Chr20q13_amp,1.4100478581178937,27
CNA_Subtype_Low_CIN,2.0553813631256355,27
pr3004_huwe1,1.1426867551031457,27
pr9001_cald1,1.0983331234607867,27
pr12191_tank,1.1147895090567157,27
pr19936_tpm4,1.0816354703287965,27
pr41492_ftx,1.1903226315562332,27
const,16.30860666034572,28
Size_cm,1.057410672190751,28
Ki67,1.1747551112637176,28
Age_at_surgery,1.080487470686085,28
CNA_Subtype_Chr8p21_del,1.6537377970144558,28
CNA_Subtype_Chr9p23_amp,1.6472320204923332,28
CNA_Subtype_Chr12p13_amp,1.5909595778135264,28
CNA_Subtype_Chr13q34_amp,1.3731459826700625,28
CNA_Subtype_Chr20q13_amp,1.415848513027057,28
CNA_Subtype_Low_CIN,2.0777276046441595,28
pr3004_huwe1,1.0940134386362212,28
pr9001_cald1,1.141518366407466,28
pr12191_tank,1.094052688235753,28
pr19936_tpm4,1.109005873650091,28
pr41492_ftx,1.163390300454813,28
const,15.523274351516266,29
Size_cm,1.027928452795399,29
Ki67,1.120552037442088,29
Age_at_surgery,1.062602863254071,29
CNA_Subtype_Chr8p21_del,1.6057717446705893,29
CNA_Subtype_Chr9p23_amp,1.5968644049246037,29
CNA_Subtype_Chr12p13_amp,1.725357810149493,29
CNA_Subtype_Chr13q34_amp,1.3360115322363713,29
CNA_Subtype_Chr20q13_amp,1.398291978869411,29
CNA_Subtype_Low_CIN,2.147651991625205,29
pr3004_huwe1,1.146200830261628,29
pr9001_cald1,1.106069246553453,29
pr12191_tank,1.1070649718441452,29
pr19936_tpm4,1.0827852115879877,29
pr41492_ftx,1.1681648267879454,29
const,16.799259061181697,30
Size_cm,1.0492721565139478,30
Ki67,1.19137593002512,30
Age_at_surgery,1.0849456830997233,30
CNA_Subtype_Chr8p21_del,1.6470435568619142,30
CNA_Subtype_Chr9p23_amp,1.6564421980572446,30
CNA_Subtype_Chr12p13_amp,1.6486436575682013,30
CNA_Subtype_Chr13q34_amp,1.408985537811241,30
CNA_Subtype_Chr20q13_amp,1.4001875316069368,30
CNA_Subtype_Low_CIN,2.236635282475176,30
pr3004_huwe1,1.1020029839486505,30
pr9001_cald1,1.1169111594045216,30
pr12191_tank,1.0644323029011054,30
pr19936_tpm4,1.1241419928690202,30
pr41492_ftx,1.1439335373555175,30
const,16.597203856468894,31
Size_cm,1.044585310083385,31
Ki67,1.1300887400937003,31
Age_at_surgery,1.0492201123782106,31
CNA_Subtype_Chr8p21_del,1.607262297256925,31
CNA_Subtype_Chr9p23_amp,1.5403788339067634,31
CNA_Subtype_Chr12p13_amp,1.636587373442686,31
CNA_Subtype_Chr13q34_amp,1.4608904101970237,31
CNA_Subtype_Chr20q13_amp,1.376595854375613,31
CNA_Subtype_Low_CIN,2.0836628084017232,31
pr3004_huwe1,1.078428219979944,31
pr9001_cald1,1.101704741150606,31
pr12191_tank,1.0887349067797316,31
pr19936_tpm4,1.0782212995888154,31
pr41492_ftx,1.1623252991432995,31
const,14.815137733986054,32
Size_cm,1.0643099567056324,32
Ki67,1.1677630080475874,32
Age_at_surgery,1.0879611451010094,32
CNA_Subtype_Chr8p21_del,1.4742050412003895,32
CNA_Subtype_Chr9p23_amp,1.455514383863184,32
CNA_Subtype_Chr12p13_amp,1.595342906058928,32
CNA_Subtype_Chr13q34_amp,1.3554283866407937,32
CNA_Subtype_Chr20q13_amp,1.3841837614319572,32
CNA_Subtype_Low_CIN,1.9777809506417496,32
pr3004_huwe1,1.1229931247510945,32
pr9001_cald1,1.070225370137576,32
pr12191_tank,1.1050858825575507,32
pr19936_tpm4,1.0865999995892623,32
pr41492_ftx,1.1544785009605938,32
const,16.08069889033326,33
Size_cm,1.0494077387931895,33
Ki67,1.1347894256823758,33
Age_at_surgery,1.0276553540734674,33
CNA_Subtype_Chr8p21_del,1.6822636386113723,33
CNA_Subtype_Chr9p23_amp,1.6457185473162363,33
CNA_Subtype_Chr12p13_amp,1.7077113636015666,33
CNA_Subtype_Chr13q34_amp,1.331111034647365,33
CNA_Subtype_Chr20q13_amp,1.4195203331217396,33
CNA_Subtype_Low_CIN,2.2463310576805484,33
pr3004_huwe1,1.0501237696300207,33
pr9001_cald1,1.1259452672263854,33
pr12191_tank,1.1248416328036912,33
pr19936_tpm4,1.1037913566480348,33
pr41492_ftx,1.1700413688697424,33
const,16.396092562698325,34
Size_cm,1.0480646939304914,34
Ki67,1.1544136808197936,34
Age_at_surgery,1.050791117850401,34
CNA_Subtype_Chr8p21_del,1.4663017358168418,34
CNA_Subtype_Chr9p23_amp,1.5502147175038157,34
CNA_Subtype_Chr12p13_amp,1.6927879022919623,34
CNA_Subtype_Chr13q34_amp,1.4145451531258786,34
CNA_Subtype_Chr20q13_amp,1.521672912209234,34
CNA_Subtype_Low_CIN,2.1867509404735213,34
pr3004_huwe1,1.0961110737477402,34
pr9001_cald1,1.0908784355332326,34
pr12191_tank,1.0609157996686895,34
pr19936_tpm4,1.1075019251711633,34
pr41492_ftx,1.1701819531609063,34
const,15.804927598171489,35
Size_cm,1.0267952178553554,35
Ki67,1.1438764382933129,35
Age_at_surgery,1.090265658853529,35
CNA_Subtype_Chr8p21_del,1.5770491694136124,35
CNA_Subtype_Chr9p23_amp,1.552749301383986,35
CNA_Subtype_Chr12p13_amp,1.578768286194572,35
CNA_Subtype_Chr13q34_amp,1.3429371551898144,35
CNA_Subtype_Chr20q13_amp,1.3837179937664648,35
CNA_Subtype_Low_CIN,1.9927770681169,35
pr3004_huwe1,1.1429552832499166,35
pr9001_cald1,1.1277305879312536,35
pr12191_tank,1.158199080247544,35
pr19936_tpm4,1.132170053470801,35
pr41492_ftx,1.189182817075442,35
const,16.47535563532143,36
Size_cm,1.0636652546259493,36
Ki67,1.156846198697072,36
Age_at_surgery,1.0799797087541274,36
CNA_Subtype_Chr8p21_del,1.575091812678853,36
CNA_Subtype_Chr9p23_amp,1.5337114020986249,36
CNA_Subtype_Chr12p13_amp,1.6731477047670071,36
CNA_Subtype_Chr13q34_amp,1.3959189247761634,36
CNA_Subtype_Chr20q13_amp,1.3658679389659831,36
CNA_Subtype_Low_CIN,2.109662652254965,36
pr3004_huwe1,1.105222441826308,36
pr9001_cald1,1.1174487767715626,36
pr12191_tank,1.0764905397032722,36
pr19936_tpm4,1.1110383386905005,36
pr41492_ftx,1.128631927479467,36
const,16.46948168262008,37
Size_cm,1.043811955533672,37
Ki67,1.1777927023751362,37
Age_at_surgery,1.0445709091501332,37
CNA_Subtype_Chr8p21_del,1.567654060813266,37
CNA_Subtype_Chr9p23_amp,1.5450986362405064,37
CNA_Subtype_Chr12p13_amp,1.692911825348957,37
CNA_Subtype_Chr13q34_amp,1.373255460210374,37
CNA_Subtype_Chr20q13_amp,1.400212047209803,37
CNA_Subtype_Low_CIN,2.1089357579208143,37
pr3004_huwe1,1.124273708330574,37
pr9001_cald1,1.1234950237435706,37
pr12191_tank,1.071615778399445,37
pr19936_tpm4,1.139814261914792,37
pr41492_ftx,1.1707839719617523,37
const,17.675920482550247,38
Size_cm,1.0535578340935958,38
Ki67,1.1508399475875626,38
Age_at_surgery,1.0479591148947704,38
CNA_Subtype_Chr8p21_del,1.6504806897066089,38
CNA_Subtype_Chr9p23_amp,1.6495263031619816,38
CNA_Subtype_Chr12p13_amp,1.7669865861223737,38
CNA_Subtype_Chr13q34_amp,1.396938901896798,38
CNA_Subtype_Chr20q13_amp,1.4544609987319166,38
CNA_Subtype_Low_CIN,2.246460264592354,38
pr3004_huwe1,1.0767818182438946,38
pr9001_cald1,1.1269405875758265,38
pr12191_tank,1.0961815544915952,38
pr19936_tpm4,1.0718331390385127,38
pr41492_ftx,1.132948102976651,38
const,15.095384279406716,39
Size_cm,1.0487826508839146,39
Ki67,1.1931572716289738,39
Age_at_surgery,1.060223591179135,39
CNA_Subtype_Chr8p21_del,1.4485745392800873,39
CNA_Subtype_Chr9p23_amp,1.5067682093357435,39
CNA_Subtype_Chr12p13_amp,1.5061315601659102,39
CNA_Subtype_Chr13q34_amp,1.3042923928942214,39
CNA_Subtype_Chr20q13_amp,1.2667438501106103,39
CNA_Subtype_Low_CIN,1.8828181533593045,39
pr3004_huwe1,1.1282125239001557,39
pr9001_cald1,1.1042397943889033,39
pr12191_tank,1.1124255468470927,39
pr19936_tpm4,1.0808187492845036,39
pr41492_ftx,1.1441323078675882,39
const,15.678484905118838,40
Size_cm,1.0626743586974017,40
Ki67,1.149877631877749,40
Age_at_surgery,1.065838838801118,40
CNA_Subtype_Chr8p21_del,1.70998720567945,40
CNA_Subtype_Chr9p23_amp,1.5470504092743342,40
CNA_Subtype_Chr12p13_amp,1.6420505609147205,40
CNA_Subtype_Chr13q34_amp,1.46962947146141,40
CNA_Subtype_Chr20q13_amp,1.4555758439080897,40
CNA_Subtype_Low_CIN,2.2358593162363607,40
pr3004_huwe1,1.098584675319718,40
pr9001_cald1,1.1401079972110546,40
pr12191_tank,1.0502502082909582,40
pr19936_tpm4,1.1156703068573912,40
pr41492_ftx,1.1095266224671576,40
const,17.70335502078152,41
Size_cm,1.0470669202993992,41
Ki67,1.1316874421786187,41
Age_at_surgery,1.076539199664022,41
CNA_Subtype_Chr8p21_del,1.6563631212509942,41
CNA_Subtype_Chr9p23_amp,1.5572415355933196,41
CNA_Subtype_Chr12p13_amp,1.7145242813497907,41
CNA_Subtype_Chr13q34_amp,1.424299414728284,41
CNA_Subtype_Chr20q13_amp,1.3860474761937802,41
CNA_Subtype_Low_CIN,2.229357453839941,41
pr3004_huwe1,1.08128064791362,41
pr9001_cald1,1.092137386952727,41
pr12191_tank,1.0685389258269251,41
pr19936_tpm4,1.0848275514589163,41
pr41492_ftx,1.1166305666080103,41
const,17.942445674948925,42
Size_cm,1.0793634342023517,42
Ki67,1.2328829160258743,42
Age_at_surgery,1.083519008458344,42
CNA_Subtype_Chr8p21_del,1.7031084491418136,42
