sample	ENST00000524023.1
GTEX-SN8G-1526-SM-4DM79	-4.293
GTEX-1122O-0226-SM-5N9DA	-9.966
GTEX-X4XX-0926-SM-46MV7	-9.966
GTEX-UJMC-0326-SM-3GAE2	-9.966
GTEX-11TTK-0826-SM-5N9EG	-9.966
GTEX-P4PQ-2626-SM-33HC9	-4.035
GTEX-V955-0426-SM-3GAEL	-9.966
GTEX-WFG7-0326-SM-3GILI	-9.966
GTEX-113JC-0126-SM-5EGJW	-4.293
GTEX-QV44-0826-SM-2S1RG	-9.966
GTEX-V1D1-0926-SM-4JBHQ	-5.012
GTEX-13113-0126-SM-5LZVX	-3.047
GTEX-RTLS-0626-SM-2TF6G	-9.966
GTEX-12WSJ-0326-SM-5GCMT	-9.966
GTEX-S32W-0726-SM-2XCBL	-9.966
GTEX-SUCS-0226-SM-5CHQG	-9.966
GTEX-O5YV-0526-SM-26GN1	-1.431
GTEX-N7MT-0126-SM-26GMB	-1.938
GTEX-WHSB-0326-SM-3LK6K	-2.548
GTEX-ZF29-1026-SM-4WKGC	-9.966
GTEX-RU72-0526-SM-2TF5Z	-9.966
GTEX-OXRP-0526-SM-2I3EW	-9.966
GTEX-XMD2-1026-SM-4WWE8	-9.966
GTEX-NPJ8-0326-SM-2D7VV	-9.966
GTEX-ZYFG-0226-SM-5GIDT	-9.966
GTEX-12WSG-0326-SM-5FQU3	-9.966
GTEX-11DZ1-0426-SM-5H11A	-4.293
GTEX-12WSH-0126-SM-5GCO3	-9.966
GTEX-SIU7-0526-SM-3NM8I	-9.966
GTEX-13NYS-1626-SM-5J2MU	-3.816
GTEX-13U4I-1426-SM-5J2M3	-9.966
GTEX-Y5V5-0826-SM-4VBQD	-9.966
GTEX-WHSB-0326-SM-5FQSD	-3.047
GTEX-OIZI-1026-SM-3NB1K	-3.458
GTEX-11EMC-0126-SM-5EGKV	-3.047
GTEX-12WSJ-0226-SM-5GCP7	-9.966
GTEX-ZPIC-0626-SM-57WDY	-9.966
GTEX-WFON-0426-SM-3GIL4	-3.308
GTEX-ZZPT-1326-SM-5E43H	-5.012
GTEX-148VI-0226-SM-5RQKA	-9.966
GTEX-145MH-0626-SM-5NQAK	-4.608
GTEX-13FHO-1026-SM-5KM1Q	-9.966
GTEX-13G51-0426-SM-5K7Z5	-9.966
GTEX-131XW-1126-SM-5EGK4	-9.966
GTEX-PX3G-0526-SM-2I3EM	-9.966
GTEX-WH7G-0726-SM-5EGIX	-9.966
GTEX-PW2O-0526-SM-2I3DX	-9.966
GTEX-11NUK-0826-SM-5HL4U	-3.308
GTEX-ZUA1-1026-SM-4YCEA	-9.966
GTEX-1269C-0926-SM-5FQSR	-9.966
GTEX-QEG4-0526-SM-48TZD	-9.966
GTEX-ZYT6-0526-SM-5GIEA	-3.458
GTEX-O5YW-0526-SM-2YUMX	-3.308
GTEX-WHSB-0326-SM-5GICB	-4.608
GTEX-11PRG-0926-SM-5EGI8	-9.966
GTEX-S33H-0626-SM-2XCBJ	-4.608
GTEX-Y5V6-0226-SM-4V6G7	-9.966
GTEX-131YS-0926-SM-5IJB9	-4.608
GTEX-ZZPU-0526-SM-5E44U	-9.966
GTEX-147JS-1226-SM-5RQK4	-9.966
GTEX-QMRM-0826-SM-3NB33	-9.966
GTEX-12WSK-0826-SM-5CVNP	-9.966
GTEX-ZDTS-1026-SM-4WAXS	-9.966
GTEX-QXCU-0626-SM-2TC69	-4.035
GTEX-TMMY-0926-SM-4TT1Z	-9.966
GTEX-XQ3S-0926-SM-4BOPI	-9.966
GTEX-PLZ4-0726-SM-2TC6Q	-4.035
GTEX-13FTY-0126-SM-5J2NZ	-9.966
GTEX-UJHI-0726-SM-3DB92	-3.308
GTEX-S341-0326-SM-2XCAU	-9.966
GTEX-YJ8O-1826-SM-5HL82	-2.932
GTEX-ZLWG-0626-SM-4WWFR	-4.035
GTEX-TMMY-0926-SM-33HBG	-9.966
GTEX-Y9LG-0526-SM-4VBRY	-9.966
GTEX-13FLV-0426-SM-5KLZA	-5.012
GTEX-XQ8I-1126-SM-4BOO2	-9.966
GTEX-1122O-0126-SM-5GICA	-5.012
GTEX-11ZTS-1226-SM-5EQMQ	-9.966
GTEX-ZVT3-0926-SM-5GICK	-9.966
GTEX-WYVS-0526-SM-3NM9W	-9.966
GTEX-ZTTD-1126-SM-51MRP	-9.966
GTEX-WYJK-0826-SM-3NM8Y	-9.966
GTEX-11LCK-0426-SM-5A5M8	-9.966
GTEX-1313W-0926-SM-5EQ56	-9.966
GTEX-13QBU-0726-SM-5J2OA	-9.966
GTEX-X585-1026-SM-46MW6	-9.966
GTEX-UPJH-0826-SM-4WKFD	-4.293
GTEX-11NSD-0326-SM-5A5LS	-9.966
GTEX-ZDTT-0926-SM-5J2MS	-4.035
GTEX-13OW8-1726-SM-5L3GO	-3.308
GTEX-145MO-1326-SM-5Q5EF	-9.966
GTEX-14E7W-1326-SM-5RQIV	-9.966
GTEX-ZF2S-0626-SM-4WKH2	-2.826
GTEX-132NY-1226-SM-5PNVF	-9.966
GTEX-144GO-0226-SM-5LUB1	-4.035
GTEX-12ZZY-0926-SM-5EQ6I	-4.035
GTEX-131XE-0726-SM-5HL9K	-9.966
GTEX-ZEX8-0526-SM-4WKH5	-9.966
GTEX-12584-1426-SM-5EGJ9	-9.966
GTEX-RM2N-0426-SM-2TF4T	-9.966
GTEX-OXRK-0926-SM-2HMKP	-9.966
GTEX-11EI6-0826-SM-5985V	-4.293
GTEX-OXRL-0526-SM-2I3EZ	-9.966
GTEX-ZF28-0726-SM-4WKFU	-5.012
GTEX-11DXZ-0726-SM-5N9C4	-9.966
GTEX-148VJ-0826-SM-5LU8V	-9.966
GTEX-OHPJ-1026-SM-2HMLE	-9.966
GTEX-13VXU-2726-SM-5LU4N	-3.816
GTEX-TMMY-0926-SM-4VBQZ	-5.574
GTEX-139T6-0426-SM-5IJEM	-9.966
GTEX-X4XX-1026-SM-4QARO	-9.966
GTEX-NFK9-1026-SM-2HMK1	-4.608
GTEX-ZYVF-1726-SM-5E443	-9.966
GTEX-13N2G-0826-SM-5IJE6	-3.171
GTEX-1211K-0826-SM-5FQUP	-9.966
GTEX-12WSE-0826-SM-5S2VL	-5.012
GTEX-117YW-0526-SM-5H11C	-9.966
GTEX-PVOW-1026-SM-5NQ7M	-9.966
GTEX-13OVG-0326-SM-5KM57	-9.966
GTEX-117YX-1326-SM-5H125	-9.966
GTEX-12WSI-0826-SM-5EGKD	-9.966
GTEX-TMMY-0926-SM-4WKH4	-9.966
GTEX-YFCO-0426-SM-4W1Z7	-3.816
GTEX-139TT-0726-SM-5K7XW	-3.626
GTEX-147F3-0726-SM-5NQ9U	-9.966
GTEX-13YAN-1026-SM-5O9CF	-4.035
GTEX-V1D1-0826-SM-3P5ZA	-9.966
GTEX-XPVG-1026-SM-4B64Y	-4.293
GTEX-13JUV-0526-SM-5K7XE	-9.966
GTEX-XBEW-0226-SM-4AT6A	-4.608
GTEX-Y3IK-0626-SM-4WWE4	-4.293
GTEX-OHPL-0526-SM-2HMIX	-9.966
GTEX-XYKS-0526-SM-4BRW2	-9.966
GTEX-13FTX-0326-SM-5J2NG	-9.966
GTEX-146FH-1226-SM-5NQB6	-9.966
GTEX-WYBS-1126-SM-3NMAM	-9.966
GTEX-13D11-0326-SM-5LZXX	-4.608
GTEX-S4Z8-0426-SM-3K2AH	-9.966
GTEX-1497J-0326-SM-5Q5CN	-4.608
GTEX-145LU-0526-SM-5O9AT	-4.608
GTEX-13FTZ-0526-SM-5IJCW	-4.608
GTEX-13OVH-1026-SM-5J2NP	-9.966
GTEX-11WQK-1226-SM-5GU5Z	-9.966
GTEX-WOFM-0126-SM-3MJFE	-9.966
GTEX-OHPL-0526-SM-3NM8U	-5.012
GTEX-PVOW-1026-SM-5O9B9	-5.012
GTEX-X4EO-0926-SM-3P5Z2	-3.816
GTEX-WY7C-0426-SM-3NB3C	-9.966
GTEX-Y8LW-0326-SM-4VBQ9	-9.966
GTEX-ZPU1-0926-SM-57WDO	-5.012
GTEX-Y5LM-0726-SM-4VBRP	-4.035
GTEX-11O72-1326-SM-5BC5A	-9.966
GTEX-WH7G-0726-SM-3NMBM	-5.012
GTEX-YB5E-0726-SM-4VDSH	-9.966
GTEX-WHPG-1426-SM-3NMBB	-9.966
GTEX-PLZ6-0426-SM-5IFK2	-9.966
GTEX-YECK-0926-SM-4W214	-9.966
GTEX-YF7O-0626-SM-4W21R	-9.966
GTEX-WZTO-0426-SM-3NM99	-9.966
GTEX-POYW-1226-SM-5LU5O	-9.966
GTEX-13CF3-0426-SM-5IJEU	-9.966
GTEX-13O3P-1026-SM-5N9E7	-9.966
GTEX-XXEK-0626-SM-4BRWE	-9.966
GTEX-WWYW-0926-SM-3NB2Z	-9.966
GTEX-13NZA-1426-SM-5KM4Y	-9.966
GTEX-13OVL-0626-SM-5KM13	-9.966
GTEX-PSDG-1126-SM-2S1ON	-2.315
GTEX-11I78-0126-SM-5HL6F	-5.012
GTEX-U3ZM-0426-SM-59HKR	-9.966
GTEX-131XH-0426-SM-5DUWU	-9.966
GTEX-1399S-1726-SM-5L3DI	-3.816
GTEX-Q2AH-0426-SM-2I3EP	-9.966
GTEX-ZAB5-0626-SM-5PNVB	-2.315
GTEX-XBEC-1026-SM-4QASM	-9.966
GTEX-S4Q7-0426-SM-3K2BJ	-4.293
GTEX-1399U-0826-SM-5KM1P	-3.626
GTEX-132QS-0726-SM-5IJE9	-9.966
GTEX-ZT9W-0726-SM-4YCDC	-9.966
GTEX-13JVG-1426-SM-5MR4W	-5.012
GTEX-111CU-0326-SM-5GZXO	-5.012
GTEX-OIZH-0526-SM-2HMKV	-9.966
GTEX-144GM-0126-SM-5Q5AX	-9.966
GTEX-QEG5-1126-SM-5SI88	-9.966
GTEX-QEG5-1126-SM-33HC2	-9.966
GTEX-X4EP-0526-SM-3P5YW	-9.966
GTEX-QDVN-0726-SM-4B64L	-9.966
GTEX-145MN-0926-SM-5NQBT	-9.966
GTEX-OOBK-0526-SM-2HMJJ	-9.966
GTEX-R55D-0926-SM-3GAEU	-9.966
GTEX-X4LF-0526-SM-3NMB6	-9.966
GTEX-11OF3-1126-SM-5986C	-4.035
GTEX-111FC-1126-SM-5GZWU	-9.966
GTEX-13O3O-0726-SM-5J1N7	-9.966
GTEX-RN64-1226-SM-2TC6E	-9.966
GTEX-RWS6-0226-SM-2XCA9	-9.966
GTEX-ZA64-0326-SM-5HL8T	-9.966
GTEX-RU1J-0126-SM-2TF6Y	-9.966
GTEX-13NZ8-0326-SM-5L3DF	-9.966
GTEX-13NZ9-0926-SM-5KM12	-9.966
GTEX-1477Z-0626-SM-5NQB7	-9.966
GTEX-ZDXO-1326-SM-57WBS	-9.966
GTEX-13111-0426-SM-5DUXR	-9.966
GTEX-111VG-0726-SM-5GIDC	-2.635
GTEX-N7MT-0126-SM-26GMS	-9.966
GTEX-147F4-0926-SM-5Q5EO	-9.966
GTEX-NL3G-0526-SM-4RTWW	-9.966
GTEX-R3RS-1026-SM-3GADF	-9.966
GTEX-11WQC-0626-SM-5EQMF	-9.966
GTEX-XBED-0826-SM-47JYC	-3.171
GTEX-14A6H-0526-SM-5NQAZ	-9.966
GTEX-O5YV-0526-SM-2D7VZ	-9.966
GTEX-X5EB-0426-SM-46MVY	-9.966
GTEX-ZVZQ-1526-SM-5N9G6	-9.966
GTEX-ZDYS-0426-SM-5IJEQ	-4.035
GTEX-131XF-1026-SM-5BC6A	-9.966
GTEX-P4QT-0526-SM-2I3EX	-3.626
GTEX-ZAB4-0626-SM-5CVN3	-4.035
GTEX-WFJO-0326-SM-3GIL3	-4.035
GTEX-SIU8-0926-SM-5SI87	-9.966
GTEX-P4PQ-0526-SM-2HMKR	-9.966
GTEX-13OW6-0826-SM-5L3GA	-9.966
GTEX-WFG8-0926-SM-3GIKJ	-9.966
GTEX-YEC4-0526-SM-4W21U	-9.966
GTEX-ZE7O-0826-SM-57WCP	-9.966
GTEX-13N1W-0726-SM-5MR57	-9.966
GTEX-N7MT-0126-SM-2D7VT	-9.966
GTEX-11P7K-0326-SM-59871	-9.966
GTEX-RNOR-0726-SM-2TF5I	-4.293
GTEX-14DAR-0226-SM-5S2PR	-9.966
GTEX-13O61-0726-SM-5J2MD	-4.035
GTEX-RTLS-0926-SM-2TF5X	-9.966
GTEX-13O3Q-0526-SM-5KM18	-9.966
GTEX-WRHU-0226-SM-3MJFV	-5.012
GTEX-PLZ6-0426-SM-5IJDW	-9.966
GTEX-11ZUS-0126-SM-5EQM5	-4.035
GTEX-OIZG-0526-SM-2HMLF	-9.966
GTEX-13QJ3-1026-SM-5QGQU	-9.966
GTEX-POYW-1226-SM-5LZWQ	-9.966
GTEX-13VXT-1426-SM-5LU4B	-3.458
GTEX-XGQ4-0826-SM-4AT4T	-9.966
GTEX-139UW-0226-SM-5K7WU	-9.966
GTEX-QCQG-0326-SM-2I3ES	-9.966
GTEX-R55G-0826-SM-2TC5U	-9.966
GTEX-Q734-0626-SM-2I3EF	-4.293
GTEX-WVJS-0826-SM-4MVNR	-9.966
GTEX-111YS-0626-SM-5GZXV	-9.966
GTEX-WH7G-0726-SM-5EQ6C	-9.966
GTEX-ZYW4-1526-SM-5SIBA	-9.966
GTEX-PWOO-0726-SM-2I3EB	-9.966
GTEX-U3ZM-0426-SM-57WG1	-5.012
GTEX-13QJC-0526-SM-5RQKB	-4.035
GTEX-O5YV-0526-SM-26GMJ	-9.966
GTEX-UPIC-0826-SM-3GADQ	-9.966
GTEX-11NV4-1126-SM-5HL6J	-5.012
GTEX-RVPV-1726-SM-2TF5W	-9.966
GTEX-U3ZH-0526-SM-3DB75	-5.012
GTEX-146FQ-0926-SM-5LUAV	-9.966
GTEX-YFC4-1126-SM-5RQJN	-9.966
GTEX-OOBJ-0526-SM-48TDK	-9.966
GTEX-11EQ9-0226-SM-5A5JX	-3.816
GTEX-SIU8-0926-SM-2XCDO	-2.178
GTEX-13113-0426-SM-5GCOD	-9.966
GTEX-U3ZM-0426-SM-3DB73	-9.966
GTEX-P44H-1126-SM-48TBU	-3.816
GTEX-13O21-3026-SM-5J2NI	-4.293
GTEX-T5JC-0826-SM-32PMC	-9.966
GTEX-TSE9-0726-SM-3DB8C	-9.966
GTEX-13PVQ-0926-SM-5IJFD	-9.966
GTEX-1339X-0626-SM-5IJER	-9.966
GTEX-13S86-0626-SM-5Q5E7	-4.608
GTEX-13PL7-1726-SM-5J2NX	-9.966
GTEX-13RTJ-1126-SM-5S2UJ	-4.608
GTEX-13NYB-0626-SM-5MR47	-9.966
GTEX-13FHP-0726-SM-5K7YI	-9.966
GTEX-ZT9X-0326-SM-51MTE	-9.966
GTEX-1212Z-1026-SM-5EGJ8	-4.608
GTEX-12WSL-1026-SM-5CVNJ	-9.966
GTEX-OHPM-0526-SM-2YUMJ	-9.966
GTEX-S32W-0326-SM-2XCBI	-9.966
GTEX-12WSD-0826-SM-5GCNE	-9.966
GTEX-SN8G-0926-SM-4DM5I	-9.966
GTEX-S7SF-0426-SM-3K2B7	-9.966
GTEX-XOT4-1426-SM-4B65T	-9.966
GTEX-QDVN-0726-SM-2I3FO	-9.966
GTEX-11P81-0226-SM-5HL5M	-4.035
GTEX-XV7Q-0426-SM-4BRVN	-9.966
GTEX-12BJ1-1026-SM-5EGJA	-3.047
GTEX-QV44-0926-SM-2S1RH	-9.966
GTEX-O5YT-0526-SM-32PK8	-9.966
GTEX-NPJ8-0326-SM-26GMG	-9.966
GTEX-13OVJ-0726-SM-5KM1W	-9.966
GTEX-OXRO-0326-SM-33HBM	-9.966
GTEX-REY6-0426-SM-2TF5G	-9.966
GTEX-T6MN-0826-SM-32PM4	-9.966
GTEX-OHPL-0526-SM-4M1XS	-9.966
GTEX-145LT-0326-SM-5LUAD	-9.966
GTEX-144GN-0426-SM-5O9AP	-9.966
GTEX-145LS-1226-SM-5Q5D9	-9.966
GTEX-RUSQ-0626-SM-2TF5V	-9.966
GTEX-Y3I4-0426-SM-4TT29	-9.966
GTEX-SE5C-0526-SM-2XCE1	-9.966
GTEX-T6MO-0426-SM-32QOI	-9.966
GTEX-11ILO-0726-SM-5HL5I	-9.966
GTEX-SUCS-0626-SM-5CHQE	-9.966
GTEX-ZF29-0626-SM-4WKHD	-1.732
GTEX-XV7Q-0126-SM-4BRVK	-2.466
GTEX-POMQ-0126-SM-48TD6	-4.608
GTEX-111FC-1326-SM-5N9D9	-3.308
GTEX-PW2O-0126-SM-48TC8	-9.966
GTEX-YB5E-0426-SM-5IFHR	-9.966
GTEX-XXEK-0126-SM-4BRVU	-9.966
GTEX-Q734-0226-SM-48U1A	-4.608
GTEX-XPVG-0626-SM-4B65B	-4.035
GTEX-11EQ9-0426-SM-5A5JY	-9.966
GTEX-1211K-0426-SM-5FQTP	-3.458
GTEX-12WSN-0126-SM-5DUX5	-4.035
GTEX-ZLFU-0526-SM-4WWBN	-3.816
GTEX-Y114-0726-SM-4TT6U	-3.626
GTEX-1122O-0526-SM-5N9DM	-3.626
GTEX-14E6E-1226-SM-5S2R5	-9.966
GTEX-13111-0126-SM-5EGHO	-5.012
GTEX-11VI4-0126-SM-5GU6Z	-4.608
GTEX-13PVR-0326-SM-5RQJY	-4.035
GTEX-ZPU1-1026-SM-4YCEQ	-5.012
GTEX-ZEX8-0726-SM-4WKH8	-9.966
GTEX-XUJ4-0226-SM-4BOP8	-9.966
GTEX-WYJK-0726-SM-4ONC9	-4.035
GTEX-12WSD-1726-SM-5GCN4	-3.308
GTEX-WYVS-0126-SM-4ONDH	-4.293
GTEX-ZYWO-0226-SM-5GZX3	-9.966
GTEX-13VXT-1326-SM-5LU3Y	-9.966
GTEX-ZLWG-0426-SM-4WWFA	-3.816
GTEX-12WSK-0126-SM-5GCO7	-9.966
GTEX-13FH7-1326-SM-5IFG8	-4.293
GTEX-S4Z8-0226-SM-4AD5K	-4.035
GTEX-UJHI-0126-SM-4IHLP	-3.626
GTEX-Y8LW-0126-SM-4VBS1	-5.012
GTEX-ZAB5-0526-SM-5CVMU	-3.047
GTEX-11P81-1326-SM-5GU5S	-4.608
GTEX-ZDTT-1026-SM-5KM19	-9.966
GTEX-ZTTD-1726-SM-57WEL	-4.293
GTEX-XQ8I-1726-SM-4BOQB	-3.626
GTEX-X585-1826-SM-4QAS3	-3.816
GTEX-VJYA-0126-SM-4KL1P	-4.035
GTEX-QMRM-0226-SM-4R1K7	-3.308
GTEX-ZP4G-0326-SM-4YCEF	-4.035
GTEX-QDVN-0526-SM-48TZ4	-9.966
GTEX-144GN-2126-SM-5O99D	-5.574
GTEX-ZVP2-0526-SM-51MSC	-4.035
GTEX-1399S-0226-SM-5IFFG	-9.966
GTEX-11LCK-0126-SM-5A5M5	-9.966
GTEX-U3ZH-0126-SM-4DXUK	-9.966
GTEX-S4Q7-0126-SM-4AD5P	-9.966
GTEX-139YR-0426-SM-5IFFV	-9.966
GTEX-PLZ6-0126-SM-48TC6	-2.826
GTEX-11P7K-0426-SM-5BC5H	-3.626
GTEX-117YX-2126-SM-5GIEL	-9.966
GTEX-13S86-0126-SM-5S2PI	-9.966
GTEX-YFCO-0926-SM-5LUA5	-9.966
GTEX-ZDYS-1026-SM-4WKHC	-4.608
GTEX-XAJ8-0126-SM-47JYG	-9.966
GTEX-UPK5-1626-SM-4JBHI	-5.012
GTEX-1399R-0226-SM-5IJGG	-5.574
GTEX-132QS-0226-SM-5IFFZ	-5.012
GTEX-QLQW-0126-SM-447BK	-9.966
GTEX-13CF3-0226-SM-5J1NW	-9.966
GTEX-ZF2S-0326-SM-4WKGD	-2.932
GTEX-Y3IK-0126-SM-4WWE9	-4.035
GTEX-11XUK-0426-SM-5EQML	-9.966
GTEX-14DAR-0326-SM-5S2PS	-9.966
GTEX-11NSD-0426-SM-5N9CR	-9.966
GTEX-QV31-0126-SM-447BP	-9.966
GTEX-YEC4-0126-SM-4W21T	-9.966
GTEX-ZV6S-0826-SM-5NQ6Z	-9.966
GTEX-WXYG-0126-SM-4OND7	-9.966
GTEX-WFON-0126-SM-4LVM9	-9.966
GTEX-Y5LM-0326-SM-4VBRN	-5.574
GTEX-WHWD-0126-SM-4OORS	-4.608
GTEX-XMK1-0126-SM-4B65F	-4.035
GTEX-R55G-0226-SM-48FEI	-9.966
GTEX-U4B1-0526-SM-4DXTK	-3.816
GTEX-XGQ4-0126-SM-4AT4H	-9.966
GTEX-12BJ1-0726-SM-5EGGF	-5.012
GTEX-Q2AH-0226-SM-48U1I	-9.966
GTEX-147F3-0126-SM-5NQBJ	-5.012
GTEX-11DXX-0726-SM-5H12X	-9.966
GTEX-QCQG-0226-SM-48U28	-5.012
GTEX-145MN-0126-SM-5RQHY	-9.966
GTEX-OIZH-0926-SM-48TBR	-5.012
GTEX-NPJ8-0626-SM-48TBO	-9.966
GTEX-PX3G-0926-SM-48U12	-5.012
GTEX-ZZPU-0126-SM-5E446	-9.966
GTEX-W5WG-0626-SM-4SOID	-9.966
GTEX-T5JW-0126-SM-4DM6K	-4.608
GTEX-X4LF-0226-SM-4QAS8	-9.966
GTEX-13N11-0126-SM-5KM2Z	-9.966
GTEX-OOBJ-0926-SM-48TDO	-9.966
GTEX-Y3I4-0126-SM-4TT26	-5.574
GTEX-WY7C-0126-SM-4ONCO	-9.966
GTEX-P4QS-0926-SM-48TBS	-9.966
GTEX-12WSJ-0526-SM-5GCOZ	-4.035
GTEX-QV44-0126-SM-4R1KH	-9.966
GTEX-O5YT-0926-SM-48TDG	-9.966
GTEX-WFON-0126-SM-5CHTF	-9.966
GTEX-13NZA-1726-SM-5J1NA	-9.966
GTEX-146FH-1826-SM-5QGQ7	-9.966
GTEX-XYKS-1226-SM-4BRVI	-4.608
GTEX-VUSG-0326-SM-3GIJ7	-9.966
GTEX-132AR-1826-SM-5EGHR	-9.966
GTEX-XBED-0226-SM-47JY8	-9.966
GTEX-145MN-1426-SM-5SI9H	-9.966
GTEX-111CU-0526-SM-5EGHK	-9.966
GTEX-13X6H-0626-SM-5LU53	-2.932
GTEX-WYVS-0926-SM-4SOJV	-9.966
GTEX-ZLWG-0326-SM-4WWC7	-2.826
GTEX-144GN-0826-SM-5LU5G	-9.966
GTEX-11I78-0626-SM-5A5LZ	-9.966
GTEX-11P7K-0526-SM-5BC5I	-9.966
GTEX-146FR-0126-SM-5Q5F3	-5.574
GTEX-ZYY3-0826-SM-5E44R	-9.966
GTEX-131XG-1426-SM-5GCMO	-9.966
GTEX-QLQW-0326-SM-447A8	-9.966
GTEX-ZAB5-0826-SM-5P9FU	-5.012
GTEX-S3XE-0526-SM-4AD4G	-9.966
GTEX-11VI4-0426-SM-5EGHZ	-9.966
GTEX-12WSL-0426-SM-5GCNX	-5.574
GTEX-13FTX-1226-SM-5IFGN	-9.966
GTEX-12WSK-0226-SM-5BC62	-9.966
GTEX-R55G-0326-SM-48FDM	-9.966
GTEX-S95S-0726-SM-4B64H	-9.966
GTEX-146FQ-1526-SM-5Q5CX	-9.966
GTEX-13CF3-1026-SM-5LZWY	-9.966
GTEX-T8EM-0826-SM-4DM76	-9.966
GTEX-ZYW4-2126-SM-59HJ9	-9.966
GTEX-WYJK-2426-SM-4ONDQ	-9.966
GTEX-ZYFG-0826-SM-5BC5T	-9.966
GTEX-14AS3-0326-SM-5Q5DB	-9.966
GTEX-WHWD-0726-SM-4OORX	-9.966
GTEX-WHSB-0726-SM-4M1XQ	-9.966
GTEX-WFJO-0626-SM-4LVMC	-9.966
GTEX-ZF2S-0426-SM-4WKGP	-9.966
GTEX-ZEX8-1026-SM-4WKHE	-9.966
GTEX-ZVZP-0626-SM-59HL5	-9.966
GTEX-Y8LW-1026-SM-5IFJY	-4.608
GTEX-11ILO-1526-SM-5A5KZ	-9.966
GTEX-ZV7C-0726-SM-59HKH	-9.966
GTEX-ZF29-1126-SM-4WKGO	-3.816
GTEX-13D11-2226-SM-5IFEO	-9.966
GTEX-V1D1-0726-SM-4JBH7	-9.966
GTEX-139YR-1526-SM-5IFJ1	-9.966
GTEX-OHPL-1026-SM-3MJGI	-9.966
GTEX-YB5E-0526-SM-4VDSD	-9.966
GTEX-ZPIC-0926-SM-4WWFK	-4.035
GTEX-X3Y1-0726-SM-3P5YU	-9.966
GTEX-WRHK-0226-SM-4MVOH	-5.012
GTEX-ZYT6-1326-SM-5E453	-9.966
GTEX-1339X-1026-SM-5IFH5	-9.966
GTEX-13VXT-1226-SM-5LU3M	-9.966
GTEX-OOBJ-1026-SM-3NB2L	-5.574
GTEX-13PL7-2226-SM-5L3IC	-9.966
GTEX-N7MT-1626-SM-3LK71	-9.966
GTEX-XQ8I-1926-SM-4BOOK	-9.966
GTEX-Y3I4-0826-SM-4TT2A	-9.966
GTEX-QCQG-0426-SM-48U29	-9.966
GTEX-X15G-0726-SM-4PQZ5	-9.966
GTEX-YEC3-0626-SM-4YCFE	-9.966
GTEX-1122O-0726-SM-5GIEV	-9.966
GTEX-1399R-0426-SM-5IJE3	-3.626
GTEX-11TT1-0326-SM-5LUAY	-9.966
GTEX-1399U-0926-SM-5IFHA	-9.966
GTEX-1211K-1126-SM-5EGGB	-9.966
GTEX-R55D-1426-SM-48FEN	-9.966
GTEX-13U4I-1526-SM-5IFFF	-4.608
GTEX-ZAK1-2326-SM-5CVMY	-9.966
GTEX-ZVT2-2026-SM-5NQ8Q	-9.966
GTEX-X5EB-0526-SM-46MVP	-9.966
GTEX-Q2AI-0426-SM-48U13	-9.966
GTEX-13OVI-0526-SM-5IFFQ	-9.966
GTEX-VJYA-0826-SM-4KL1M	-9.966
GTEX-X4LF-0326-SM-4QAS9	-4.293
GTEX-SIU7-0926-SM-4BRX1	-9.966
GTEX-OHPM-1026-SM-3LK74	-9.966
GTEX-UJHI-0626-SM-3DB8T	-9.966
GTEX-S33H-1226-SM-4AD69	-9.966
GTEX-YF7O-1326-SM-4W1ZR	-9.966
GTEX-WFG8-0326-SM-4LVN4	-9.966
GTEX-ZAB4-1726-SM-5HL8C	-9.966
GTEX-12WSN-0826-SM-5GCOF	-9.966
GTEX-XMK1-0326-SM-4B652	-9.966
GTEX-S32W-0826-SM-4AD5Z	-9.966
GTEX-ZYWO-1326-SM-5SI8X	-9.966
GTEX-PX3G-1026-SM-48TZW	-9.966
GTEX-RWS6-1126-SM-47JXC	-9.966
GTEX-WXYG-0826-SM-4ONC7	-9.966
GTEX-ZTPG-1026-SM-5DUWP	-9.966
GTEX-ZLFU-0726-SM-57WF6	-9.966
GTEX-ZT9W-0926-SM-57WFS	-9.966
GTEX-11EQ9-1026-SM-5H134	-9.966
GTEX-117YX-0226-SM-5EGH6	-9.966
GTEX-ZG7Y-0326-SM-4WWEY	-9.966
GTEX-TMMY-1326-SM-4DXU9	-9.966
GTEX-PWOO-0626-SM-48TZH	-9.966
GTEX-PSDG-1526-SM-48TCY	-9.966
GTEX-12WSD-1626-SM-5GCNR	-9.966
GTEX-YB5K-1826-SM-5IFJC	-9.966
GTEX-PLZ6-0726-SM-3P619	-9.966
GTEX-XUW1-1726-SM-4BOOZ	-9.966
GTEX-Y3IK-0426-SM-4WWE2	-4.608
GTEX-ZF3C-2026-SM-4WWB5	-9.966
GTEX-WFON-0626-SM-4LVLX	-9.966
GTEX-Q2AH-0926-SM-48TZK	-9.966
GTEX-NPJ8-2126-SM-3MJGK	-9.966
GTEX-Y9LG-0726-SM-4VDS3	-9.966
GTEX-SE5C-0326-SM-4BRWX	-9.966
GTEX-P4QS-1026-SM-3NMCW	-5.012
GTEX-14ICL-1126-SM-5S2RE	-9.966
GTEX-11LCK-0226-SM-5A5M6	-9.966
GTEX-U8XE-2026-SM-3DB8S	-9.966
GTEX-QV44-0426-SM-4R1KF	-9.966
GTEX-ZDYS-2526-SM-4WKGU	-9.966
