"","promoterId","geneId"
"1",2055,"ENSG00000072518.23"
"2",4814,"ENSG00000103335.22"
"3",5640,"ENSG00000106355.10"
"4",7033,"ENSG00000112759.19"
"5",8093,"ENSG00000117859.19"
"6",10005,"ENSG00000127914.19"
"7",12842,"ENSG00000138674.17"
"8",23522,"ENSG00000178209.17"
"9",30507,"ENSG00000204138.13"
