"","log2foldChange","pValues","FDR"
"ENSG00000103811.18",0.124607698698612,1.57999066980625e-14,6.58690958728118e-14
"ENSG00000103852.13",-0.209742712325017,6.59173806439202e-21,5.24177335164552e-20
"ENSG00000103855.18",0.123656844683247,1.00209102619531e-10,3.02421862289052e-10
"ENSG00000103876.14",-0.0585283853221042,0.0340551745163043,0.0449288651750503
"ENSG00000103888.17",0.196575259294136,3.27151602633941e-11,1.02681813389128e-10
"ENSG00000103932.12",0.0135761342781926,0.265026702803589,0.304238116688707
"ENSG00000103942.13",-0.108977158481361,0.00436455321625441,0.00643366231055602
"ENSG00000103966.11",0.0169177612368796,0.054497542029905,0.0699282145169735
"ENSG00000103978.17",0.0352528569326198,0.039867084641527,0.0521189784340085
"ENSG00000103994.18",-0.104981804142413,4.95376291508786e-22,4.45562646242404e-21
"ENSG00000103995.14",0.239560124926657,3.55411437008313e-25,4.71488935314964e-24
"ENSG00000104043.15",-0.0456032326723255,0.101586585726698,0.12505567613179
"ENSG00000104047.15",-0.138662808688361,1.18519173070099e-17,6.70682944138931e-17
"ENSG00000104055.17",0.0623144371953507,0.810898642466285,0.8333134176467
"ENSG00000104059.5",-0.157338828291243,0.245466357348925,0.28342802568418
"ENSG00000104064.18",0.135636183404831,2.2562273696905e-24,2.69263617337655e-23
"ENSG00000104067.17",-0.107508208258778,1.0512546121523e-15,4.9121008850279e-15
"ENSG00000104081.14",0.239407966058716,1.60661346462996e-22,1.53222766087268e-21
"ENSG00000104093.14",0.161335431687189,6.77408941178759e-24,7.63853295400504e-23
"ENSG00000104112.9",0.13799847339298,0.756568040286619,0.784207447233217
"ENSG00000104129.10",-0.132964175471922,3.02378566607491e-14,1.22902902417418e-13
"ENSG00000104131.13",0.0579006897325285,3.02368664303197e-07,6.69695934636291e-07
"ENSG00000104133.16",-0.0039486361517139,0.9923051971992,0.993082282223273
"ENSG00000104140.7",0.229065187575332,0.000132706197635489,0.000229774855350462
"ENSG00000104142.11",0.122408425589912,3.07277035138713e-16,1.50840171970862e-15
"ENSG00000104154.7",-0.0241918903913052,0.17828689535544,0.210876455495226
"ENSG00000104164.12",0.00902855608454518,0.454947454386897,0.499130539902007
"ENSG00000104177.20",-0.0255185309463468,0.790313821724455,0.814588675811095
"ENSG00000104205.16",-0.0750734294190016,0.00288207188326492,0.00433781660278822
"ENSG00000104213.13",-0.511390884632405,1.14676462937857e-26,1.87886848011059e-25
"ENSG00000104218.16",0.014022809423106,0.983512054886187,0.98550420580268
"ENSG00000104219.13",-0.223504662922849,2.34093080386484e-14,9.60903221163524e-14
"ENSG00000104221.13",0.220787508267789,1.00577660241122e-06,2.12233740437253e-06
"ENSG00000104228.13",-0.0179144272948412,0.138588825956789,0.167000270338297
"ENSG00000104231.11",0.0895065628072835,7.00486609499821e-07,1.50126649430292e-06
"ENSG00000104237.11",-2.45869041064821,9.59357877458646e-13,3.43382722132502e-12
"ENSG00000104267.10",0.16694626863428,0.0333632749523633,0.0440729178251329
"ENSG00000104290.11",0.0176655153910881,0.552642960493713,0.594615598165392
"ENSG00000104299.15",0.0573496775162043,8.24683569773832e-05,0.000145492492197487
"ENSG00000104312.8",0.352862973927799,4.99701427459644e-34,3.99123502125384e-32
"ENSG00000104320.15",0.116479056610375,6.14783296866188e-21,4.90914306122959e-20
"ENSG00000104321.11",0.182480695605708,0.00269757581965848,0.0040729225147556
"ENSG00000104324.16",-0.139738627763616,3.25397944168956e-12,1.11561372072502e-11
"ENSG00000104325.7",0.0760547747202509,1.84205541985637e-08,4.53796640822609e-08
"ENSG00000104331.9",0.0612454705514434,2.70256227798577e-07,6.00959092496931e-07
"ENSG00000104332.12",-0.365016005139577,7.45815806237144e-18,4.31195411745513e-17
"ENSG00000104341.17",0.282068235755455,1.85003749833021e-23,1.96272916330978e-22
"ENSG00000104343.21",0.0759857947761121,6.71257885865942e-10,1.88174304153133e-09
"ENSG00000104356.11",0.326394226577628,4.34724535497782e-28,8.9908538288958e-27
"ENSG00000104361.10",0.021271876693303,0.461068251687989,0.505123029987223
"ENSG00000104365.16",-0.0156264979261362,0.0367807801140301,0.0483355459478734
"ENSG00000104368.19",-0.345518768445252,4.37139567659981e-27,7.67458939879752e-26
"ENSG00000104369.5",0.765516718186948,4.16426817416937e-15,1.84011337227991e-14
"ENSG00000104371.5",1.32942007869279,8.11814506036675e-19,5.17009192579959e-18
"ENSG00000104375.17",0.0978844932298342,2.3640843209803e-11,7.51386841541832e-11
"ENSG00000104381.14",-0.120495337623553,5.20937394946422e-06,1.02789956513135e-05
"ENSG00000104388.15",0.0986980141782018,7.7371900815748e-15,3.32549547354233e-14
"ENSG00000104408.11",0.0771126783312484,1.13521984040185e-09,3.11517649861009e-09
"ENSG00000104412.8",0.10491776019683,3.12995645734116e-13,1.16772770348024e-12
